id_municipio,ano,funcao,despesa_total,elemento_34,elemento_36,elemento_39,terceirizacao_total
3122405,2019,Outros,76323286.79,0.0,473606.93,1141831.6,1615438.53
3106309,2019,Outros,465241634.33,148300.0,804551.69,21334209.61,22287061.3
3169109,2019,Outros,87887414.58,0.0,216546.17,2898520.27,3115066.44
3135902,2019,Outros,66725744.03,0.0,526677.09,2388549.22,2915226.31
3149101,2019,Outros,117009724.52999997,0.0,679599.71,3545400.69,4225000.4
3103702,2019,Outros,101065531.84,0.0,878158.65,2912970.22,3791128.87
3154408,2019,Outros,84284488.98999998,313130.0,493175.93,1678254.65,2484560.58
3125804,2019,Outros,67804643.19,0.0,221071.44,2155466.12,2376537.56
3114808,2019,Outros,71621465.5,0.0,606717.04,1776011.36,2382728.4000000004
3162559,2019,Outros,139924145.49,6503.3,1205935.41,4063860.45,5276299.16
3139250,2019,Outros,88079299.23,0.0,1991271.34,2945305.7,4936577.04
3135001,2019,Outros,78297813.05,0.0,766455.76,2785555.47,3552011.2300000004
3141405,2019,Outros,205291829.07999998,0.0,2830224.66,9630210.59,12460435.25
3166501,2019,Outros,71802366.78,0.0,844389.27,2056485.13,2900874.4
3171600,2019,Outros,153433904.78999996,0.0,2868755.44,5340133.91,8208889.35
3141900,2019,Outros,82978787.13999999,40928.19,143768.55,1713353.14,1898049.88
3162955,2019,Outros,309079220.39,0.0,1749848.33,15297424.85,17047273.18
3136900,2019,Outros,158376985.41000003,0.0,316261.95,3908503.67,4224765.62
3124500,2019,Outros,120550294.71999998,0.0,125393.45,3321456.37,3446849.8200000003
3115102,2019,Outros,248053719.47000003,0.0,313393.67,9056461.24,9369854.91
3122801,2019,Outros,64984942.22,0.0,375577.56,1597523.46,1973101.02
3153103,2019,Outros,86961806.58000001,0.0,399706.71,3172832.62,3572539.33
3168101,2019,Outros,238727514.74,0.0,1391657.79,10283214.61,11674872.399999999
3142700,2019,Outros,138201177.73,0.0,0.0,3752830.03,3752830.03
3157336,2019,Outros,82035247.46000001,13020.0,266351.21,2406133.0,2685504.21
3102308,2019,Outros,174960453.59,27909.64,423809.47,5411565.14,5863284.25
3155504,2019,Outros,270626105.62,0.0,323478.82,7988734.48,8312213.300000001
3116308,2019,Outros,74849667.38000001,0.0,238659.76,1967636.94,2206296.7
3126406,2019,Outros,78985687.53,0.0,1503286.48,2842228.21,4345514.6899999995
3117306,2019,Outros,531735784.73,0.0,8432358.35,21500560.23,29932918.58
3130903,2019,Outros,229630430.74,0.0,2612667.88,5463675.28,8076343.16
3155702,2019,Outros,239141616.20999998,0.0,922663.81,7306630.93,8229294.74
3119609,2019,Outros,62623470.26,59779.0,663558.32,1654084.76,2377422.08
3144706,2019,Outros,221955708.69000003,187425.47,291355.41,6002083.92,6480864.799999999
3166709,2019,Outros,84751933.17,0.0,1043788.25,2257584.74,3301372.99
3112109,2019,Outros,77182787.88,0.0,83837.57,2131967.15,2215804.7199999997
3144300,2019,Outros,401349446.71,0.0,8758508.94,9455485.83,18213994.77
3126802,2019,Outros,90305853.93,0.0,1697642.89,1753853.53,3451496.42
3106804,2019,Outros,64739970.720000006,0.0,769109.33,1997779.65,2766888.98
